transaction_id,supporter_id,appeal_id,campaign_id,fund_id,date,amount,payment_method
47970,304,53,19,3,10/10/2024,166605.74,Bank Transfer
18,162,1,1,1,04/07/2022,166583.54,Other
15711,603,20,8,3,26/11/2022,166317.26,Bank Transfer
35313,603,39,14,1,01/02/2025,166309.06,Bank Transfer
15898,370,20,8,4,28/11/2022,165977.54,Other
39097,439,43,15,1,02/08/2024,165957.18,Check
25307,264,30,11,5,25/11/2024,165613.38,Check
51036,523,60,21,5,08/04/2022,165495.28,Check
2612,597,5,2,2,07/03/2024,165065.96,Check
16365,726,20,8,7,28/11/2022,164891.72,Bank Transfer
15962,480,20,8,3,26/11/2022,164551.26,Check
38912,203,43,15,1,31/07/2024,164041.46,Check
50981,264,60,21,5,26/03/2022,163796.46,Check
52891,378,64,22,3,22/11/2021,163289.72,Bank Transfer
304,317,1,1,8,05/07/2022,163051.64,Bank Transfer
32479,581,37,13,3,24/02/2024,162358.9,Bank Transfer
2321,370,4,2,8,30/10/2023,161297.22,Bank Transfer
38387,603,42,15,1,28/06/2024,160992.06,Check
15368,421,19,7,5,24/09/2023,160023.34,Check
34069,605,38,13,5,13/04/2024,160003.42,Check
17431,721,23,8,7,15/11/2022,159676.02,Check
9152,726,11,4,6,08/11/2023,159163.68,Check
27278,726,32,11,5,03/02/2025,157955.28,Bank Transfer
3044,368,5,2,2,19/02/2024,157895.1,Bank Transfer
39942,421,44,15,1,11/09/2024,157719.82,Check
21691,394,28,10,1,03/10/2024,157625.38,Check
51437,264,61,21,5,19/04/2022,156470.32,Check
38122,368,42,15,1,02/07/2024,154941.2,Check
33366,692,37,13,3,24/02/2024,154893.38,Check
39691,378,44,15,1,11/10/2024,154339.12,Check
16605,605,21,8,3,19/08/2022,153497.66,Other
21502,576,28,10,8,07/10/2024,153318.04,Check
17621,370,23,8,7,15/11/2022,152729.4,Check
10695,370,13,5,7,26/11/2023,152398.18,Check
11417,605,14,5,7,31/01/2024,151561.6,Check
36120,721,40,14,3,14/03/2025,151117.42,Bank Transfer
18839,585,25,9,8,13/08/2024,150848.14,Check
32882,421,37,13,5,24/02/2024,150433.22,Check
22572,718,28,10,8,09/10/2024,150129.46,Check
51365,605,61,21,5,19/04/2022,149313.8,Bank Transfer
26528,421,31,11,6,03/01/2025,149005.66,Check
7992,2749,7,2,2,25/12/2024,148032.32,Check
49968,378,57,20,5,07/06/2021,147892.18,Bank Transfer
2597,4982,5,2,2,28/02/2024,147478.86,Check
20133,721,27,10,1,04/08/2024,146484.78,Bank Transfer
37253,121,41,14,3,19/05/2025,146297.44,Check
10917,370,14,5,7,27/01/2024,146229.94,Bank Transfer
20777,311,27,10,1,02/08/2024,145722.46,Check
31846,4433,36,13,3,23/01/2024,145482.62,Credit Card
51882,378,62,22,1,24/08/2021,145354.38,Bank Transfer
1749,4169,4,2,2,13/10/2023,145232.72,Bank Transfer
21341,423,28,10,1,07/10/2024,144203.74,Check
20701,378,27,10,8,23/07/2024,143914.42,Check
22502,458,28,10,8,05/10/2024,143889.27,Check
8019,3056,7,2,2,14/12/2024,143756.78,Bank Transfer
45292,605,51,18,5,03/06/2023,143664.32,Bank Transfer
35654,368,39,14,3,03/02/2025,143287.12,Check
30685,162,35,12,4,22/04/2025,142521.4,Bank Transfer
38825,368,43,15,1,02/08/2024,142458.5,Bank Transfer
52061,493,62,22,1,24/08/2021,142414.08,Bank Transfer
15765,711,20,8,3,28/11/2022,142338.2,Check
243,353,1,1,8,29/06/2022,142301.18,Check
20368,576,27,10,8,08/08/2024,142138.66,Check
15665,417,20,8,3,26/11/2022,141688.5,Check
27785,264,32,11,5,05/02/2025,141677.5,Check
36062,695,40,14,1,15/03/2025,141284.5,Check
22110,481,28,10,1,09/10/2024,140874.38,Check
34486,233,38,13,5,15/04/2024,139430.66,Check
32394,605,37,13,5,24/02/2024,139086,Check
26965,203,31,11,5,12/12/2024,138480.12,Bank Transfer
47574,417,53,19,3,10/10/2024,136956.64,Check
48367,264,53,19,3,10/10/2024,136693.42,Check
19855,493,26,10,1,27/04/2024,136506,Check
29521,711,33,11,5,25/03/2025,136397.72,Check
19451,639,26,10,8,19/04/2024,135993.14,Bank Transfer
45483,603,51,18,5,03/06/2023,135839.46,Check
37304,3831,41,14,1,21/05/2025,135786,Credit Card
22184,585,28,10,8,08/10/2024,135404.64,Bank Transfer
52587,423,64,22,3,22/11/2021,134983.82,Other
39991,421,44,15,1,13/09/2024,134551.04,Bank Transfer
11044,417,14,5,7,30/01/2024,134152.22,Check
7341,1243,7,2,2,25/12/2024,133097.86,Check
41902,376,48,17,1,15/08/2024,132950.56,Check
39653,1953,44,15,1,05/10/2024,132603.52,Check
37773,660,42,15,1,29/06/2024,132311.76,Check
31974,3920,36,13,5,28/01/2024,131810.46,Check
38524,639,43,15,1,01/08/2024,131761.18,Check
31920,162,36,13,5,20/01/2024,131622.58,Bank Transfer
18552,417,25,9,8,02/08/2024,131377.38,Bank Transfer
13220,317,17,6,6,18/08/2024,131175.42,Other
42077,353,48,17,4,13/08/2024,130891.02,Check
8633,458,11,4,5,09/11/2023,130608.3,Check
39190,378,43,15,1,01/08/2024,129957.16,Check
25590,174,30,11,5,26/11/2024,129852.22,Check
8965,726,11,4,6,07/11/2023,129822.504,Check
32020,4112,36,13,3,23/01/2024,129718.38,Credit Card
48782,264,54,19,3,13/12/2024,129074.62,Other
39221,264,43,15,1,01/08/2024,128946.34,Check
7688,1243,7,2,2,20/12/2024,128843.3,Check
22716,101,29,11,5,19/12/2024,128790.08,Check
47805,378,53,19,3,10/10/2024,128678.36,Check
12062,368,15,6,5,11/05/2024,127807.02,Check
7863,4472,7,2,2,23/12/2024,127627.74,Credit Card
36813,304,41,14,3,18/05/2025,127509.44,Check
36414,493,40,14,3,11/03/2025,127476.14,Bank Transfer
13426,423,17,6,6,18/08/2024,127277.18,Bank Transfer
19454,174,26,10,8,8th April 2024,126890.58,Check
13328,378,17,6,6,08/08/2024,126849.02,Check
51089,317,61,21,5,19/04/2022,126827.76,Bank Transfer
16027,493,20,8,4,27/11/2022,126744.6,Check
19066,4670,25,9,8,10/08/2024,126743.62,Check
29764,711,34,12,4,24/03/2025,126404.7,Check
10972,718,14,5,4,27/01/2024,126352.26,Other
13802,368,17,6,6,26/08/2024,126320.88,Other
2594,370,5,2,8,02/03/2024,125987.92,Check
35790,605,40,14,3,15/03/2025,125780.5,Check
37382,726,41,14,3,18/05/2025,125692.52,Bank Transfer
22501,458,28,10,8,07/10/2024,125533.54,Bank Transfer
12372,203,16,6,6,03/07/2024,125205.68,Check
12391,181,16,6,6,02/07/2024,125201.24,Check
17357,311,22,8,3,02/10/2022,125147.96,Other
26241,603,30,11,5,25/11/2024,125053.48,Other
2092,2389,4,2,2,26/10/2023,124916.32,Check
33956,726,37,13,5,24/02/2024,124788.7,Bank Transfer
35478,264,39,14,3,05/02/2025,124780.62,Bank Transfer
22945,317,29,11,5,18/12/2024,124761.12,Check
2720,3276,5,2,8,06/03/2024,124376.52,Check
28014,581,32,11,5,03/02/2025,124304.12,Check
28692,576,33,11,6,21/03/2025,124259.86,Bank Transfer
55743,605,70,24,5,27/12/2021,124218.2,Check
37174,4660,41,14,3,22/05/2025,124199.42,Credit Card
31377,605,35,12,4,19/04/2025,124045.48,Check
34480,618,38,13,5,13/04/2024,123985.66,Check
42140,576,48,17,4,14/08/2024,123659.52,Bank Transfer
18685,4472,25,9,8,06/08/2024,123482.48,Credit Card
50534,174,59,21,5,23/01/2022,123284.34,Check
22005,368,28,10,8,09/10/2024,122771.96,Bank Transfer
51029,3905,60,21,5,01/04/2022,122537.08,Credit Card
46698,481,53,19,3,10/10/2024,122374.36,Bank Transfer
50654,162,59,21,5,22/01/2022,122191.12,Bank Transfer
2575,1486,5,2,8,07/03/2024,121961.94,Check
7841,4778,7,2,2,08/12/2024,121680.62,Check
37220,4539,41,14,3,17/05/2025,121530.64,Credit Card
1820,856,4,2,8,01/11/2023,121529.7,Check
42223,605,48,17,4,17/08/2024,121462.56,Check
13517,162,17,6,6,19/08/2024,121234.82,Check
18210,2243,24,9,2,26/11/2023,121152.04,Check
22751,726,29,11,5,20/12/2024,121097.18,Check
50945,264,60,21,5,01/04/2022,121013.2,Other
2003,3276,4,2,2,20/10/2023,120803.62,Check
40122,603,44,15,1,28/09/2024,120431.98,Other
39483,1980,44,15,1,25/09/2024,119870.4,Check
39094,523,43,15,1,01/08/2024,118990.7,Check
34175,605,38,13,5,14/04/2024,118700.52,Check
39821,585,44,15,1,08/10/2024,118624.42,Other
149,458,1,1,1,01/07/2022,118593.46,Bank Transfer
31334,203,35,12,7,23/04/2025,118494.64,Bank Transfer
38225,692,42,15,1,02/07/2024,118203.24,Check
7394,4952,7,2,2,19/12/2024,117774.34,Check
7469,2734,7,2,2,07/12/2024,117663.4,Check
55695,3905,70,24,5,06/01/2022,116426.26,Check
8488,458,10,3,3,01/10/2021,116372.84,Bank Transfer
8637,261,11,4,6,08/11/2023,116362.1,Check
17893,1304,24,9,8,03/12/2023,115763.26,Credit Card
46956,25,53,19,3,10/10/2024,115254.44,Check
22664,311,29,11,5,14/12/2024,115096.52,Check
28503,138,32,11,5,25/01/2025,115048.64,Check
20032,423,26,10,8,18/04/2024,114841.78,Bank Transfer
12696,121,16,6,6,28/06/2024,114671.1,Bank Transfer
31616,3761,36,13,5,29/01/2024,114418.3,Credit Card
26277,711,30,11,5,29/11/2024,114139.02,Check
48003,121,53,19,3,10/10/2024,114028.06,Check
24803,726,30,11,5,29/11/2024,113739.58,Bank Transfer
42062,370,48,17,4,13/08/2024,113584.16,Check
18214,1908,24,9,8,29/11/2023,113532.22,Credit Card
24278,233,29,11,5,06/12/2024,113408.3,Check
45663,434,51,18,5,29/05/2023,113105.22,Check
15639,417,20,8,3,30/11/2022,112640.48,Check
9531,368,12,4,5,11/01/2024,112013.72,Check
30211,639,34,12,4,11/03/2025,111911.72,Check
19737,695,26,10,8,20/04/2024,111622.62,Check
7507,4778,7,2,2,26/12/2024,111601.92,Check
29252,197,33,11,5,29/03/2025,111590.36,Check
30270,417,34,12,7,20/02/2025,111489.28,Check
10105,264,12,4,5,09/01/2024,111478.86,Check
10081,618,12,4,5,14/01/2024,111345.72,Check
19210,4778,25,9,8,14/08/2024,111332.44,Credit Card
21023,692,28,10,8,07/10/2024,110861.82,Other
9631,726,12,4,5,09/01/2024,110850.5,Bank Transfer
52960,605,64,22,1,22/11/2021,110532.38,Bank Transfer
10702,233,13,5,7,29/11/2023,110514.26,Check
13129,726,16,6,6,21/06/2024,110212.44,Check
49471,370,54,19,3,11/12/2024,110176.54,Check
39825,1453,44,15,1,12/09/2024,109747.32,Credit Card
49197,311,54,19,3,15/12/2024,109199.88,Check
51000,1209,60,21,5,10/04/2022,108844.74,Check
34224,368,38,13,3,11/04/2024,108596.74,Check
15331,597,19,7,5,13/10/2023,108414.9,Check
49139,91,54,19,3,11/12/2024,108266.94,Check
12915,368,16,6,6,28/06/2024,108218.28,Check
12855,370,16,6,6,29/06/2024,108216,Check
25108,605,30,11,5,26/11/2024,108214.7,Bank Transfer
2373,4571,5,2,2,04/03/2024,108139.22,Check
35892,603,40,14,3,14/03/2025,108077.8,Check
30159,197,34,12,4,02/03/2025,107962.2,Check
17016,417,22,8,7,03/10/2022,107800.22,Check
31748,264,36,13,3,20/01/2024,107597.44,Check
19264,1304,25,9,8,06/08/2024,107322.14,Check
16663,605,21,8,3,27/08/2022,107254.26,Check
17675,353,23,8,7,14/11/2022,107181.74,Bank Transfer
28112,370,32,11,6,29/01/2025,107090.24,Check
41974,660,48,17,4,16/08/2024,106896.48,Check
18191,618,24,9,8,03/12/2023,106557.52,Check
29646,25,34,12,7,21/02/2025,106498.66,Bank Transfer
10768,695,13,5,7,27/11/2023,106492.36,Bank Transfer
18554,4971,25,9,2,18/08/2024,105831.16,Credit Card
19157,856,25,9,8,14/08/2024,105814.56,Check
11422,378,14,5,7,30/01/2024,105788.34,Bank Transfer
36932,370,41,14,4,21/05/2025,105392.7,Check
55597,370,69,24,5,17/10/2021,104280.04,Check
16670,605,21,8,4,24/08/2022,104233.56,Check
47131,74,53,19,3,10/10/2024,104065.12,Check
37930,585,42,15,1,26/06/2024,104049.04,Check
29301,603,33,11,5,13/03/2025,103744.96,Check
31487,423,35,12,4,24/04/2025,103726.1,Check
39853,1980,44,15,1,07/09/2024,103654.68,Check
8281,378,9,3,3,18/08/2021,103585.18,Check
499,726,2,1,8,29/09/2022,103076.96,Check
7942,3276,7,2,2,17/12/2024,102781.54,Credit Card
38424,368,42,15,1,02/07/2024,102542.18,Check
40077,1980,44,15,1,25/09/2024,102445.7,Check
54655,639,67,23,4,07/03/2023,102306.2,Bank Transfer
50839,980,60,21,5,26/03/2022,102130.64,Check
39382,1453,44,15,1,03/10/2024,101870.82,Bank Transfer
35422,2389,39,14,1,29/01/2025,101418.74,Check
19146,4924,25,9,2,06/08/2024,101370.5,Check
20778,311,27,10,8,01/08/2024,101116.512,Check
18105,3761,24,9,8,01/12/2023,100907.98,Credit Card
2790,4952,5,2,2,04/03/2024,100899.84,Credit Card
22354,576,28,10,1,05/10/2024,100806.98,Check
50656,174,59,21,5,23/01/2022,100660.72,Check
25157,711,30,11,5,29/11/2024,100650.7,Bank Transfer
32065,523,36,13,5,14/01/2024,100350.66,Bank Transfer
19215,4924,25,9,8,15/08/2024,100313.52,Credit Card
48805,639,54,19,3,11/12/2024,100141.6,Check
50890,417,60,21,5,25/03/2022,100119.1,Check
10674,605,13,5,7,24/11/2023,99818.02,Check
10084,481,12,4,6,17/01/2024,99686.96,Check
31760,3905,36,13,4,24/01/2024,99509.96,Bank Transfer
29910,233,34,12,4,08/03/2025,99258.88,Other
19755,439,26,10,8,14/04/2024,99244.82,Check
18132,726,24,9,8,26/11/2023,99141.2,Check
31870,1651,36,13,5,14/01/2024,98873.52,Credit Card
19990,378,26,10,8,22/04/2024,98753.42,Bank Transfer
25968,726,30,11,5,26/11/2024,98649.334,Check
1928,1051,4,2,2,29/10/2023,98464,Check
37235,2734,41,14,3,08/05/2025,98416.76,Check
18920,1529,25,9,8,12/08/2024,98109.52,Check
7657,4702,7,2,2,10/12/2024,97997.62,Check
32893,523,37,13,5,24/02/2024,97652,Check
15272,423,19,7,6,09/10/2023,97443.26,Check
55740,856,70,24,5,31/12/2021,97341.84,Check
30813,378,35,12,4,16/04/2025,96921.66,Check
20843,639,27,10,8,10/08/2024,96786.64,Check
13175,162,17,6,6,16/08/2024,95783.56,Bank Transfer
18300,639,24,9,2,26/11/2023,94670.68,Check
22627,370,29,11,6,12/12/2024,94637.74,Check
37630,285,41,14,3,09/05/2025,94457.12,Check
39628,2107,44,15,1,09/10/2024,93941.74,Check
23517,417,29,11,5,10/12/2024,93860.16,Check
8987,481,11,4,6,08/11/2023,93500.02,Other
39158,368,43,15,1,31/07/2024,93377.08,Other
50828,1051,60,21,5,30/03/2022,92857.6,Bank Transfer
14327,370,17,6,6,12/08/2024,92642.54,Check
32773,543,37,13,5,24/02/2024,92377.42,Check
39363,3779,44,15,1,12/09/2024,92357.96,Credit Card
11524,121,14,5,7,29/01/2024,91756.64,Check
3009,1953,5,2,2,04/03/2024,91741.66,Credit Card
35618,4480,39,14,1,27/01/2025,91424.06,Credit Card
